FIRE_NAME,DISCOVERY_DOY,DISCOVERY_DATE,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,CONT_DOY,CONT_DATE
ROBERTS CREEK,193,2452467.5,2002,Lightning,13479.54,44.32508,-118.59746,OR,260,2452534.5
TAMARACK CREEK,217,2451760.5,2000,Debris Burning,7900,44.6973,-120.02942,OR,227,2451770.5
SHELDON RIDGE,204,2452478.5,2002,Lightning,12681,45.57592,-121.39195,OR,221,2452495.5
WOODS,5,2449357.5,1994,Missing/Undefined,7000,34.75583267,-103.538887,NM,,
KEITH,50,2449402.5,1994,Missing/Undefined,6000,36.3730545,-103.3516693,NM,,
FLAT COMPLEX,162,2449514.5,1994,Missing/Undefined,41800,31.52361106,-108.8472214,NM,,
RELAPSE,166,2449518.5,1994,Missing/Undefined,17000,33.80361175,-107.5811081,NM,,
PASS,180,2449532.5,1994,Missing/Undefined,12544,32.1744461,-108.7675018,NM,,
ROUGH,196,2449548.5,1994,Missing/Undefined,6600,31.43694496,-108.6597214,NM,,
FARLEY,57,2450139.5,1996,Missing/Undefined,10000,36.23944473,-104.1427765,NM,,
RABBIT,83,2450165.5,1996,Missing/Undefined,7600,36.51722335,-103.3516693,NM,,
CAPROCK,3,2450451.5,1997,Missing/Undefined,10240,33.11777877,-103.7913895,NM,,
HORTON,62,2450510.5,1997,Missing/Undefined,25000,33.44722366,-103.140274,NM,,
GARITA,72,2450520.5,1997,Missing/Undefined,8000,35.38138961,-104.4866638,NM,,
PEREZ,75,2450523.5,1997,Missing/Undefined,38000,34.54360961,-105.1105576,NM,,
RINKER,83,2450531.5,1997,Missing/Undefined,5200,36.48833465,-103.0461121,NM,,
CR-50,153,2450601.5,1997,Missing/Undefined,5760,32.87777709,-103.4444427,NM,,
T-FOUR,48,2451226.5,1999,Missing/Undefined,5000,35.26520156,-103.9929962,NM,,
HEATHER,195,2451008.5,1998,Missing/Undefined,5000,35.10639953,-103.9576035,NM,,
HAYES,261,2451804.5,2000,Lightning,25000,44.46624,-101.02367,SD,,
AVANCE,304,2451482.5,1999,Powerline,12000,44.98747,-102.21719,SD,,
PAT PETERSON,304,2451482.5,1999,Powerline,6500,45.81136,-101.08983,SD,,
BULLHEAD,305,2451483.5,1999,Miscellaneous,9000,43.78248,-101.31742,SD,,
JOE TILL,304,2451482.5,1999,Equipment Use,5900,45.59584,-104.02765,SD,,
LICKINY,39,2451582.5,2000,Structure,6500,44.90202,-103.08739,SD,,
MILES,261,2451804.5,2000,Lightning,5000,45.55242,-101.87076,SD,,
KOCH,66,2451609.5,2000,Miscellaneous,5000,44.17086,-98.98076,SD,,
HOUCK RANCH,261,2451804.5,2000,Lightning,35000,44.46624,-100.94315,SD,,
PRICE FIRE,261,2451804.5,2000,Lightning,5000,45.46584,-103.78102,SD,,
REDWATER/LENZGRAF,259,2451802.5,2000,Lightning,5000,43.46949,-102.00075,SD,,
WAKAPAMNI LAKE,262,2451805.5,2000,Lightning,9600,43.01025,-102.07104,SD,,
RUSSELL EHLERS,33,2452307.5,2002,Equipment Use,7000,43.86049,-98.50568,SD,,
SPRINGS,176,2449163.5,1993,Miscellaneous,12495,32.75474435,-110.8951805,AZ,178,2449165.5
HANSEL VALLLEY MT.,186,2449538.5,1994,Missing/Undefined,7680,41.85997,-112.50571,UT,,
BEEF HOLLOW,197,2452106.5,2001,Missing/Undefined,9000,40.42753,-111.93557,UT,212,2452121.5
JOHNSON CANYON,210,2449562.5,1994,Missing/Undefined,5066,41.86353,-112.31087,UT,,
CAMP WILLIAMS,219,2449936.5,1995,Missing/Undefined,6000,40.42806,-112.04934,UT,231,2449948.5
BRIDGE CREEK,225,2452134.5,2001,Lightning,9230,45.06836,-118.95363,OR,231,2452140.5
MONUMENT COMPLEX,225,2452134.5,2001,Lightning,32352,44.92744,-119.44375,OR,237,2452146.5
CAYUSE,204,2451747.5,2000,Lightning,5400,48.75803,-119.50846,WA,,
GAMBOL MILL,225,2452134.5,2001,Lightning,5785,48.20495,-119.88211,WA,,
COTTONWOOD,195,2454295.5,2007,Lightning,8100,45.9691,-117.0545,OR,221,2454321.5
HOLYLAND,162,2449514.5,1994,Lightning,17000,26.3689,-80.745,FL,,
AREA 2,187,2449539.5,1994,Lightning,10000,26.4281,-80.4539,FL,,
ROAD 3,170,2450983.5,1998,Lightning,10560,29.15,-81.48,FL,,
RODEO ROAD,171,2450984.5,1998,Lightning,39000,29.26,-81.19,FL,,
SHUNTZ ROAD,171,2450984.5,1998,Lightning,13600,29.13,-81.09,FL,,
WARE FIRE,171,2450984.5,1998,Lightning,26900,29.62,-81.35,FL,,
SWAMO DEER RUN,175,2450988.5,1998,Lightning,10240,28.93,-81.08,FL,,
27 FIRE,213,2451026.5,1998,Lightning,10700,26.23,-80.4,FL,,
MAX FISH CAMP,138,2451316.5,1999,Lightning,10000,26.04,-80.45,FL,,
RESCUE,96,2450544.5,1997,Debris Burning,11000,26.3989,-80.745,FL,,
COUNTY LINE,84,2450166.5,1996,Railroad,15000,26.3269,-80.7139,FL,,
OH NO FIRE,53,2450501.5,1997,Equipment Use,41000,26.2989,-80.6439,FL,,
SWIFT CREEK,166,2450979.5,1998,Equipment Use,12753,30.12,-82.29,FL,,
CARLTON   01,107,2452016.5,2001,Miscellaneous,5932,27.1725,-82.2447,FL,,
STAGECOACH,46,2451955.5,2001,Railroad,10119,28.2081,-81.7811,FL,,
HOLEYLAND,148,2451691.5,2000,Debris Burning,14000,26.4131,-80.745,FL,,
PARK FIRE,105,2452014.5,2001,Railroad,17000,27.5483,-81.1475,FL,,
ST. JOHN'S MARSH COMMAND,31,2451940.5,2001,Equipment Use,5500,27.6108,-80.7203,FL,,
JOE JR,68,2451977.5,2001,Railroad,8500,27.0569,-80.9789,FL,,
CURRY ISLAND FIRE,6,2451915.5,2001,Equipment Use,6000,26.9367,-81.1167,FL,,
NO ROADS FIRE,56,2451965.5,2001,Debris Burning,10500,26.2408,-80.7597,FL,,
EAST COUNTY LINE,163,2452072.5,2001,Lightning,12000,26.3131,-80.515,FL,,
DECEPTION,169,2452078.5,2001,Lightning,5000,26.3989,-80.4061,FL,,
FOUR MILE,156,2452065.5,2001,Lightning,14700,25.9061,-80.5272,FL,,
MARKHAM PARK,168,2452077.5,2001,Lightning,25000,26.1967,-80.3539,FL,,
FLOWERS (CARLTON RESERVE),135,2451678.5,2000,Lightning,5837,27.16,-82.26,FL,,
DIXIE/LAFAYETTE,132,2452041.5,2001,Lightning,57200,29.8606,-83.0944,FL,,
SNAKE ONE,209,2453579.5,2005,Lightning,25280,44.53861111,-117.13,ID,221,2453591.5
TRYON,220,2453590.5,2005,Lightning,22603,45.31944444,-116.8269444,OR,275,2453645.5
GRANITE CREEK,218,2453588.5,2005,Lightning,36800,45.36333333,-116.6663889,ID,,
CHERRY CREEK,221,2453591.5,2005,Lightning,18177,45.84166667,-116.8494444,OR,,
BART,135,2453505.5,2005,Miscellaneous,14534,33.87138889,-111.7252778,AZ,142,2453512.5
HUMBOLDT,172,2453542.5,2005,Lightning,248310,33.97833333,-111.8227778,AZ,192,2453562.5
PEACHVILLE,199,2453569.5,2005,Lightning,11000,33.35833333,-111.1083333,AZ,215,2453585.5
FOUR CORNERS,15,2453750.5,2006,Equipment Use,5954,41.86666667,-100.4833333,NE,20,2453755.5
GRAN,202,2453937.5,2006,Lightning,5245,33.80833333,-111.5527778,AZ,207,2453942.5
KING CREEK,192,2454292.5,2007,Lightning,10617,41.95055556,-123.4519444,CA,,
PECHANGA,211,2451754.5,2000,Arson,10380.2,33.44305556,-117.0230556,CA,263,2451806.5
CANYON FERRY COMPLEX,205,2451748.5,2000,Campfire,15000,46.64111111,-111.7788889,MT,236,2451779.5
ALDER,239,2451782.5,2000,Lightning,5500,46.43166667,-113.8363889,MT,269,2451812.5
FLAGPOLE MOUNTAIN,224,2451767.5,2000,Lightning,7386,43.295,-103.6316667,SD,231,2451774.5
WARBONNET,249,2451792.5,2000,Lightning,11242,42.92166667,-103.9233333,NE,255,2451798.5
MALONEY,224,2451767.5,2000,Lightning,64510,46.05083333,-116.6191667,ID,325,2451868.5
DARBY,248,2452157.5,2001,Miscellaneous,14280,38.13555556,-120.3675,CA,267,2452176.5
MOLLIE,230,2452139.5,2001,Miscellaneous,8021,40.00722222,-111.7297222,UT,276,2452185.5
WEST HELL CANYON,269,2452178.5,2001,Equipment Use,10547,43.35,-103.6583333,SD,276,2452185.5
TIMBERED ROCK,194,2452468.5,2002,Lightning,27350.8,42.82277778,-122.7383333,OR,257,2452531.5
DEER POINT,196,2452470.5,2002,Campfire,43373.5,48.025,-120.3252778,WA,302,2452576.5
BLUE CUT,167,2452441.5,2002,Arson,6864,34.24305556,-117.4080556,CA,177,2452451.5
PINES,210,2452484.5,2002,Miscellaneous,61690,33.1025,-116.5736111,CA,234,2452508.5
GRIZZLY GULCH,180,2452454.5,2002,Miscellaneous,11589,44.335,-103.7433333,SD,193,2452467.5
BURN CANYON,190,2452464.5,2002,Lightning,30292,38.07222222,-108.3494444,CO,211,2452485.5
COPPER,156,2452430.5,2002,Miscellaneous,23407,34.48111111,-118.5527778,CA,159,2452433.5
BLACK MTN #2,220,2452859.5,2003,Lightning,7061,46.87222222,-114.2116667,MT,257,2452896.5
GRAND PRIX,294,2452933.5,2003,Arson,59788,34.16833333,-117.4813889,CA,318,2452957.5
PADUA,298,2452937.5,2003,Arson,10446,34.18583333,-117.6822222,CA,307,2452946.5
PICNIC ROCK,90,2453094.5,2004,Debris Burning,8908,40.67166667,-105.23,CO,100,2453104.5
BEAR,224,2453228.5,2004,Equipment Use,10484,40.70333333,-122.2472222,CA,233,2453237.5
EAGLE,123,2453127.5,2004,Miscellaneous,8945,33.46666667,-117.0677778,CA,129,2453133.5
GAVIOTA,157,2453161.5,2004,Miscellaneous,7440,34.50777778,-120.2269444,CA,168,2453172.5
CROWN,202,2453206.5,2004,Equipment Use,11966,34.4325,-118.2,CA,207,2453211.5
FOOTHILL,199,2453203.5,2004,Miscellaneous,6061,34.335,-118.5158333,CA,203,2453207.5
FISCHER,221,2453225.5,2004,Equipment Use,16424,47.56083333,-120.5686111,WA,266,2453270.5
CONTINENTAL,153,2453523.5,2005,Lightning,5122,33.47972222,-107.8433333,NM,,
BLAISDELL,238,2453608.5,2005,Campfire,5493,33.87222222,-116.6391667,CA,247,2453617.5
BAKE-OVEN,205,2453940.5,2006,Lightning,66113,40.72194444,-123.2819444,CA,334,2454069.5
OJO PEAK,323,2454423.5,2007,Miscellaneous,6969,34.575,-106.4575,NM,16,2454481.5
KELLY,199,2453934.5,2006,Lightning,5133,45.3194,-102.3142,SD,200,2453935.5
WHITE OWL,215,2453950.5,2006,Lightning,21314,44.555,-102.3642,SD,219,2453954.5
732621 GAR,203,2450651.5,1997,Lightning,76300,65.4159,-164.3693,AK,,
MP 85,216,2452490.5,2002,Equipment Use,21575,65.4562,-164.5693,AK,,
PARKS HIGHWAY,158,2453893.5,2006,Debris Burning,118520.1,64.37,-149.03,AK,274,2454009.5
CITRUS,90,2453094.5,2004,Debris Burning,5243,32.9906,-112.8138,AZ,93,2453097.5
BLACK MOUNTAIN COMPL,159,2453894.5,2006,Lightning,12637.6,35.2667,-114.3869,AZ,167,2453902.5
OTAY,299,2452938.5,2003,Miscellaneous,47921,32.5667,-116.7675,CA,303,2452942.5
MURPHY COMPLEX,202,2454302.5,2007,Lightning,367785,42.0369,-115.1089,ID,238,2454338.5
ABERT,216,2451759.5,2000,Equipment Use,10121,42.6024,-120.1536,OR,218,2451761.5
HORN BUTTE,204,2451747.5,2000,Miscellaneous,19650,45.401,-120.0823,OR,205,2451748.5
BULLDOG,189,2452828.5,2003,Missing/Undefined,31727,37.9165,-110.75026,UT,253,2452892.5
SALT CREEK  STATE51,200,2454300.5,2007,Miscellaneous,25456,39.7192,-111.7417,UT,213,2454313.5
QUARRY,62,2454893.5,2009,Missing/Undefined,6328,38.656389,-104.750278,CO,,
CLEO FIRE,94,2454925.5,2009,Missing/Undefined,11520,36.415833,-98.445,OK,,
LINCOLN COUNTY COMPLEX,98,2454929.5,2009,Missing/Undefined,5350,39.029167,-98.35,KS,99,2454930.5
CATO,161,2454992.5,2009,Lightning,55080,33.504722,-103.728611,NM,166,2454997.5
PUTNAM,64,2454895.5,2009,Missing/Undefined,52790,35.859167,-98.9675,OK,70,2454901.5
MULHALL/PAYNE COUNTY,99,2454930.5,2009,Missing/Undefined,8600,36.073056,-97.366944,OK,,
LOCO/HEALDTON,99,2454930.5,2009,Missing/Undefined,56688,34.254167,-97.548333,OK,,
LINDSAY,99,2454930.5,2009,Missing/Undefined,6766,34.928333,-97.695556,OK,,
RATLIFF CITY/TATUMS,99,2454930.5,2009,Missing/Undefined,23824,34.455556,-97.5525,OK,106,2454937.5
JAL,56,2454521.5,2008,Missing/Undefined,5760,32.177222,-103.386111,NM,57,2454522.5
STILES COMPLEX,74,2454539.5,2008,Missing/Undefined,67008,32.835556,-103.437778,NM,76,2454541.5
CHESTER,191,2455022.5,2009,Missing/Undefined,41497,36.224444,-98.918889,OK,198,2455029.5
SAWMILL CANYON ,217,2455048.5,2009,Lightning,6986,39.164722,-112.102222,UT,,
PRATT SANDHILLS,106,2454571.5,2008,Missing/Undefined,6400,37.681944,-97.960278,KS,106,2454571.5
ARIZONA,123,2454588.5,2008,Missing/Undefined,5200,33.184167,-103.333056,NM,123,2454588.5
JACKSON,162,2454627.5,2008,Missing/Undefined,6400,38.883333,-121.563611,CA,164,2454629.5
FOUR LAKES,121,2454586.5,2008,Missing/Undefined,23000,33.3225,-103.531667,NM,121,2454586.5
EIGHTY-TWO FIRE,74,2454539.5,2008,Missing/Undefined,33037,33.548333,-100.09,TX,81,2454546.5
PORTER,74,2454539.5,2008,Missing/Undefined,51400,30.59,-102.600556,TX,81,2454546.5
GOFF CREEK,162,2454627.5,2008,Missing/Undefined,5400,36.798889,-101.627778,OK,165,2454630.5
BUCKEYE 4,96,2454561.5,2008,Missing/Undefined,16837,32.819722,-103.581944,NM,98,2454563.5
ORDWAY CROWLEY CO,106,2454571.5,2008,Missing/Undefined,8900,38.225,-103.758333,CO,108,2454573.5
483,56,2454521.5,2008,Missing/Undefined,10500,32.733333,-103.264167,NM,57,2454522.5
ELDRIDGE,178,2454643.5,2008,Lightning,5800,33.821944,-105.421667,NM,179,2454644.5
TA-25,106,2454571.5,2008,Missing/Undefined,9064,38.593889,-104.909722,CO,191,2454656.5
SMITH LAKE FIRE,214,2454679.5,2008,Missing/Undefined,12513,47.972222,-119.076111,WA,,
LEXINGTON,28,2454493.5,2008,Missing/Undefined,6000,37.235833,-99.6525,KS,28,2454493.5
SRR13,15,2454480.5,2008,Missing/Undefined,7116,34.048889,-103.333889,NM,15,2454480.5
BARBER COUNTY,217,2454682.5,2008,Missing/Undefined,38400,37.2,-98.8,KS,,
ATOKA LAKE FIRE,305,2454770.5,2008,Missing/Undefined,5700,34.464444,-95.993889,OK,315,2454780.5
ELLIOTT,349,2454814.5,2008,Missing/Undefined,9185,32.9025,-103.59,NM,349,2454814.5
THOMAS,187,2454287.5,2007,Lightning,18344,40.885,-117.725278,NV,,
COLEMAN/JUNIPER,217,2454317.5,2007,Lightning,10053,43.429722,-118.359722,OR,,
LES BLAIR,210,2454310.5,2007,Missing/Undefined,6000,46.008056,-119.025278,WA,211,2454311.5
MFC SOUTH FIRE,229,2454329.5,2007,Lightning,23096,25.949167,-80.534167,FL,,
AMMO FIRE,296,2454396.5,2007,Missing/Undefined,21004,33.380278,-117.508611,CA,305,2454405.5
AETNA FIRE,323,2454423.5,2007,Missing/Undefined,5000,37.079444,-98.964722,KS,323,2454423.5
HODGEMAN WEST,74,2453809.5,2006,Missing/Undefined,6400,38.071389,-100.208333,KS,75,2453810.5
GASS COMPLEX,181,2453916.5,2006,Lightning,40402,36.455556,-115.075556,NV,190,2453925.5
OLINGHOUSE,174,2453909.5,2006,Lightning,6841,39.568333,-119.501667,NV,177,2453912.5
CHEYENNE FIRE,97,2453832.5,2006,Missing/Undefined,21400,35.554444,-99.823056,OK,104,2453839.5
OBEE,89,2453824.5,2006,Missing/Undefined,6000,38.070833,-94.847778,KS,92,2453827.5
VELMA,60,2453795.5,2006,Missing/Undefined,12500,34.531389,-97.698333,OK,65,2453800.5
254 FIRE,67,2453802.5,2006,Missing/Undefined,10700,37.8425,-96.930556,KS,69,2453804.5
MEADE,71,2453806.5,2006,Missing/Undefined,9700,37.164722,-100.429167,KS,72,2453807.5
MATO VEGA,169,2453904.5,2006,Lightning,13820,37.555556,-105.320833,CO,,
BUCKEYE,1,2453736.5,2006,Missing/Undefined,30000,32.7575,-103.5025,NM,,
TWELTH STREET,40,2453775.5,2006,Missing/Undefined,8800,38.065278,-97.675278,KS,46,2453781.5
STONE 2,217,2453952.5,2006,Lightning,31568,42.102222,-112.708889,ID,226,2453961.5
TRAIL CREEK,219,2453954.5,2006,Lightning,35122,44.524722,-114.927222,ID,317,2454052.5
OAKS ,93,2453463.5,2005,Missing/Undefined,8000,39.333333,-96.166667,KS,93,2453463.5
WALKER CANYON,176,2453546.5,2005,Missing/Undefined,25000,46.416667,-118.416667,WA,,
JUNIPER CANYON,173,2453543.5,2005,Missing/Undefined,5000,46,-119,WA,174,2453544.5
HAZARD LAKE,234,2453604.5,2005,Lightning,5731,47.705556,-112.965,MT,354,2453724.5
SANTA CLARA COMPLEX,237,2452876.5,2003,Lightning,30170,37,-121.5,CA,,
EAST HANSEL VALLEY,220,2452859.5,2003,Lightning,11200,41.782778,-112.566389,UT,224,2452863.5
BLACK FROG COMPLEX,193,2452832.5,2003,Lightning,7275,45.608333,-113.833611,ID,,
TREASURE COUNTY COMPLEX,212,2452851.5,2003,Lightning,9998,46.083333,-107.166667,MT,216,2452855.5
ROCKY TOP,91,2452730.5,2003,Missing/Undefined,5200,34.716111,-95.5575,OK,93,2452732.5
COONEY RIDGE ,220,2452859.5,2003,Lightning,25680,46.6225,-113.826111,MT,365,2453004.5
MOUNTAIN,299,2452938.5,2003,Missing/Undefined,10331,33.617222,-116.983889,CA,306,2452945.5
VERDALE,297,2452936.5,2003,Missing/Undefined,8650,34.433333,-118.675833,CA,302,2452941.5
SIMI INCIDENT,298,2452937.5,2003,Missing/Undefined,108204,34.384722,-118.6675,CA,315,2452954.5
TRINIDAD COMPLEX,153,2452427.5,2002,Lightning,33000,37.044167,-104.993333,CO,,
SUDDEN RANCH,166,2452440.5,2002,Missing/Undefined,7782,34.559167,-120.526667,CA,,
LINCOLN COUNTY COMPLEX,151,2452425.5,2002,Lightning,10000,38.716667,-103.783333,CO,152,2452426.5
CHEYENNE COUNTY,151,2452425.5,2002,Lightning,15000,38.620278,-102.720833,CO,,
EL PASO COUNTY COMPLEX,151,2452425.5,2002,Lightning,6000,38.683333,-104.233333,CO,,
WALKER,163,2452437.5,2002,Missing/Undefined,16369,31.338333,-111.088333,AZ,,
HANOVER,123,2452397.5,2002,Lightning,5038,38.55,-104.6,CO,,
MILNE/SQUIRREL,126,2452400.5,2002,Missing/Undefined,6355,38.683333,-104.533333,CO,,
FORT RANCH,195,2452104.5,2001,Lightning,40000,41.536944,-112.500833,UT,203,2452112.5
POE,249,2452158.5,2001,Missing/Undefined,8333,39.691667,-121.458333,CA,,
CHIPPY CREEK,212,2454312.5,2007,Missing/Undefined,99090,47.808333,-114.997222,MT,,
GLORIA                   ,239,2455070.5,2009,Miscellaneous,6437,36.42305555,-121.2961111,CA,,
FKU 7654                 ,178,2453182.5,2004,Debris Burning,5000,36.31194444,-116.945,CA,,
FIVE                     ,155,2453525.5,2005,Equipment Use,5514,36.52388888,-120.4880556,CA,,
OLIVE                    ,202,2453937.5,2006,Miscellaneous,25000,37.39694444,-120.6219444,CA,,
PG&E #4                  ,152,2449139.5,1993,Equipment Use,5500,36.94805555,-120.9,CA,,
LIGHTNING # 29           ,225,2450307.5,1996,Lightning,7000,37.84888888,-120.4888889,CA,,
FERNANDEZ                ,297,2450745.5,1997,Miscellaneous,43700,36.07305555,-119.115,CA,,
LOCKHEED                 ,224,2455055.5,2009,Miscellaneous,7817,37.14805555,-122.19,CA,,
CANOE                    ,246,2452885.5,2003,Lightning,11036,40.29,-123.94,CA,,
BERRYESSA                ,165,2451708.5,2000,Equipment Use,5731,38.55388888,-122.2330556,CA,,
HARDY RIDGE LIGHTNING    ,182,2454647.5,2008,Lightning,5581,39.63805555,-123.785,CA,,
BIRD                     ,152,2452791.5,2003,Equipment Use,6804,37.60194444,-121.37,CA,,
TESLA                    ,200,2453570.5,2005,Arson,6744,37.65805555,-121.6138889,CA,,
MIDWAY                   ,192,2453927.5,2006,Equipment Use,6400,40.27694444,-123.6588889,CA,,
CORRAL                   ,225,2455056.5,2009,Miscellaneous,12200,37.63194444,-121.5380556,CA,,
RUMSEY                   ,284,2453288.5,2004,Miscellaneous,39138,38.91611111,-122.2738889,CA,,
SCOTT                    ,215,2450297.5,1996,Arson,9820,38.54694444,-121.1030556,CA,,
MUSTY #3                 ,235,2451413.5,1999,Lightning,13652,39.83611111,-121.7219444,CA,,
BURTONS                  ,269,2448890.5,1992,Equipment Use,6140,39.705,-121.7211111,CA,,
VILLA                    ,269,2448890.5,1992,Equipment Use,6700,39.42888888,-121.6588889,CA,,
CAMP                     ,226,2454691.5,2008,Lightning,47647,39.88,-121.3830556,CA,,
LAKEHEAD                 ,173,2454638.5,2008,Lightning,27936,40.67305555,-122.4738889,CA,,
SPRING                   ,235,2451413.5,1999,Lightning,6140,40.38194444,-122.1311111,CA,,
GAVILAN                  ,41,2452315.5,2002,Debris Burning,5763,33.40888888,-117.2188889,CA,,
HARMONY                  ,295,2450377.5,1996,Equipment Use,5000,33.08694444,-117.1469444,CA,,
LOCAL                    ,54,2452693.5,2003,Debris Burning,12000,33.67805555,-116.2080556,CA,,
STATE                    ,208,2449925.5,1995,Equipment Use,5000,33.565,-116.9188889,CA,,
STATE (WEIRICK FIRE)     ,243,2451056.5,1998,Lightning,5000,33.80805555,-117.4919444,CA,,
SHEKELL,337,2454072.5,2006,Children,30000,34.32888888,-118.9011111,CA,,
GRANITE TORS,147,2455343.5,2010,Lightning,7880,64.7858353,-146.2236176,AK,223,2455419.5
NO NAME CREEK,189,2455385.5,2010,Lightning,7110,63.439167,-153.6786041,AK,250,2455446.5
NORTH FORK,148,2455344.5,2010,Lightning,12188,63.3005562,-154.0330505,AK,197,2455393.5
MCLEAN CREEK,149,2455345.5,2010,Lightning,14099,63.6450005,-156.3061066,AK,196,2455392.5
GILLES/DELTA COMPLEX,146,2455342.5,2010,Lightning,19372,64.3347244,-145.6944427,AK,242,2455438.5
SCHULTZ,171,2455367.5,2010,Campfire,15075,35.2863889,-111.623889,AZ,194,2455390.5
TWITCHELL CANYON,201,2455397.5,2010,Lightning,44892,38.4252778,-112.499167,UT,294,2455490.5
BRUSHY,175,2455371.5,2010,Lightning,5935,31.7727778,-109.33,AZ,191,2455387.5
SOUTH FORK,161,2455357.5,2010,Lightning,27100,36.0558333,-106.449722,NM,235,2455431.5
PARADISE,158,2455354.5,2010,Lightning,6355,33.6361111,-109.223889,AZ,218,2455414.5
BULL,207,2455403.5,2010,Miscellaneous,16442,35.7852778,-118.474722,CA,243,2455439.5
0476  ROOSTER ROCK,214,2455410.5,2010,Miscellaneous,6134,44.2194444,-121.584444,OR,227,2455423.5
CANYON,255,2455451.5,2010,Miscellaneous,9820,35.5563889,-118.601944,CA,267,2455463.5
SWAKANE,191,2455387.5,2010,Miscellaneous,19291,47.5758333,-120.3475,WA,253,2455449.5
OAK FLAT,225,2455421.5,2010,Miscellaneous,7494,42.3994444,-123.738333,OR,263,2455459.5
TURKEY,324,2455520.5,2010,Miscellaneous,9005.1,34.105,-109.475278,AZ,326,2455522.5
BULL,204,2455400.5,2010,Lightning,5429,43.3280556,-110.578889,WY,300,2455496.5
CRIPPLE CHINOOK,279,2455475.5,2010,Miscellaneous,5717,31.1216667,-89.0766667,MS,320,2455516.5
MERIDIAN,138,2455334.5,2010,Debris Burning,8586,44.5747222,-84.3830556,MI,144,2455340.5
STUMP GULCH,233,2455429.5,2010,Miscellaneous,9870,45.7183,-109.3667,MT,,
H12,143,2455339.5,2010,Debris Burning,5100,36.9731,-105.1583,NM,,
FLINTLOCK,101,2455297.5,2010,Lightning,5342,34.2966,-103.4676,NM,,
ETCHEVERY,20,2455216.5,2010,Powerline,6772,33.06086,-103.57463,NM,,
HOWARD,349,2455545.5,2010,Structure,8000,33.716667,-103.541389,NM,,
TURQUOISE LAKE,137,2455333.5,2010,Campfire,91885,62.395,-153.5033,AK,250,2455446.5
WHITE LIGHTNING,230,2455426.5,2010,Lightning,29500,44.7673,-121.2531,OR,253,2455449.5
MINTO FLATS SOUTH,172,2455003.5,2009,Lightning,517078,64.7467,-149.5047,AK,254,2455085.5
HARD LUCK CREEK,215,2455046.5,2009,Missing/Undefined,12834,64.9903,-148.5864,AK,254,2455085.5
TOKLAT,136,2455332.5,2010,Lightning,171726.6,64.4592,-150.3244,AK,155,2455351.5
EAGLE TRAIL,146,2455342.5,2010,Lightning,17934,63.33,-143.32,AK,170,2455366.5
APPLEGATE,146,2455342.5,2010,Lightning,17446,65.2003,-149.9978,AK,292,2455488.5
CHITANATALA,146,2455342.5,2010,Lightning,36633,64.7561,-151.7731,AK,292,2455488.5
MYSTERY,147,2455343.5,2010,Lightning,18952,63.4317,-154.5206,AK,197,2455393.5
CASCADEN RIDGE,147,2455343.5,2010,Lightning,15178,65.4133,-148.9936,AK,292,2455488.5
JEANNES LAKE,147,2455343.5,2010,Lightning,17080.6,64.1108,-151.3828,AK,154,2455350.5
SLOKENJIKH,149,2455345.5,2010,Lightning,10682,65.9083,-152.5167,AK,165,2455361.5
LONE MOUNTAIN,149,2455345.5,2010,Lightning,51996,62.4794,-154.7486,AK,197,2455393.5
BULL CREEK,151,2455347.5,2010,Lightning,41911.4,65.9667,-141.1167,AK,176,2455372.5
HAWK RIVER,151,2455347.5,2010,Lightning,10766,60.4833,-161.0833,AK,188,2455384.5
BIG MOUNTAIN,153,2455349.5,2010,Lightning,83746,66.3211,-141.755,AK,239,2455435.5
SIDIK LAKE,161,2455357.5,2010,Lightning,18189,68.1431,-158.9447,AK,172,2455368.5
WILLOW CREEK,161,2455357.5,2010,Lightning,13766,64.7061,-148.0978,AK,365,2455561.5
TAKHAKHDONA HILLS,174,2455370.5,2010,Lightning,5902,65.6003,-155.0297,AK,294,2455490.5
DERBY CREEK,174,2455370.5,2010,Lightning,23577,65.9056,-158.8144,AK,207,2455403.5
MONTANA CREEK,174,2455370.5,2010,Lightning,6038,65.8125,-162.4153,AK,181,2455377.5
